total_calorie,heart_rate_sample_count,com.samsung.health.exercise.duration,com.samsung.health.exercise.start_time,com.samsung.health.exercise.mean_heart_rate,com.samsung.health.exercise.max_heart_rate,com.samsung.health.exercise.max_speed,com.samsung.health.exercise.mean_cadence,com.samsung.health.exercise.min_heart_rate,com.samsung.health.exercise.distance,com.samsung.health.exercise.calorie,com.samsung.health.exercise.max_cadence,com.samsung.health.exercise.vo2_max,com.samsung.health.exercise.mean_speed,com.samsung.health.exercise.end_time,temperature_x,humidity_x,wind_speed_x,data,hora,dataToJoin,sleep_duration,sleep_score,physical_recovery,mental_recovery,temperature,wind_speed,humidity,latitude,longitude,com.samsung.health.exercise.distance_2,volume_7d,duration_min,pace,pace_min_sec
631.0187,,2607095,2018-01-18 06:16:12.414,,,2.8502922,174.05772,,6800.0,631.0,181.6168,,2.6083622,2018-01-18 06:59:40.847,25.5,82.0,17.5,2018-01-18,06:16:12,2018-01-18,,,,,25.5,17.5,82.0,-22.8794415,-42.009363,68000.0,68000.0,43451.583333333336,6.389938725490197,6:23 min/km
455.57983,,2840138,2018-01-20 06:13:41.096,,,2.7149556,150.48227,,6070.0,455.0,190.81078,,2.1373239,2018-01-20 07:01:33.066,25.0,91.0,6.0,2018-01-20,06:13:41,2018-01-20,,,,,25.0,6.0,91.0,-22.881899,-42.009064,60700.0,128700.0,47335.63333333333,7.798292147171884,7:47 min/km
150.78531,,1825625,2018-01-21 07:16:19.217,,,1.6424619,116.00537,,2720.0,148.0,132.66515,,1.4912281,2018-01-21 07:49:04.305,26.0,83.0,5.0,2018-01-21,07:16:19,2018-01-21,,,,,26.0,5.0,83.0,-22.878582,-42.00911,27200.0,155900.0,30427.083333333332,11.18642769607843,11:11 min/km
716.46234,,3357867,2018-01-23 07:27:49.979,,,3.1061954,151.57695,,7710.0,714.0,174.7999,,2.2994332,2018-01-23 08:25:52.003,21.0,92.0,14.0,2018-01-23,07:27:49,2018-01-23,,,,,21.0,14.0,92.0,-21.784472,-43.36184,77100.0,233000.0,55964.45,7.258683527885863,7:15 min/km
761.18896,,3103471,2018-01-25 05:35:34.908,,,2.883831,158.69592,,7490.0,758.0,177.93037,,2.413793,2018-01-25 06:29:58.032,19.0,92.0,10.0,2018-01-25,05:35:34,2018-01-25,,,,,19.0,10.0,92.0,-21.785292,-43.3623,74900.0,239900.0,51724.51666666667,6.905809968847352,6:54 min/km
719.5957,,2922250,2018-01-27 05:33:27.790,,,2.9470568,163.34576,,7210.0,719.0,175.1326,,2.4683328,2018-01-27 06:22:41.537,,,,2018-01-27,05:33:27,2018-01-27,,,,,,,,-21.7642,-43.3503,72100.0,251300.0,48704.166666666664,6.755085529357373,6:45 min/km
1052.0596,,4145489,2018-01-28 05:40:42.873,,,2.9106176,166.43277,,10350.0,1052.0,176.7649,,2.4969842,2018-01-28 06:49:52.091,,,,2018-01-28,05:40:42,2018-01-28,,,,,,,,-21.7642,-43.3503,103500.0,327600.0,69091.48333333334,6.675505636070854,6:40 min/km
634.139,,3023023,2018-01-30 05:26:50.762,,,3.2579076,152.79793,,7260.0,634.0,179.9542,,2.4023826,2018-01-30 06:17:21.416,20.0,100.0,8.0,2018-01-30,05:26:50,2018-01-30,,,,,20.0,8.0,100.0,-21.78447,-43.361786,72600.0,323100.0,50383.71666666667,6.9399058769513315,6:56 min/km
612.0794,,2322880,2018-01-31 06:44:18.317,,,2.8994112,168.31268,,6070.0,612.0,180.82559,,2.615252,2018-01-31 07:23:05.971,17.0,92.0,8.0,2018-01-31,06:44:18,2018-01-31,,,,,17.0,8.0,92.0,-21.7778,-43.369976,60700.0,383800.0,38714.666666666664,6.378034047226798,6:22 min/km
638.99286,,2953993,2018-02-01 05:26:12.150,,,5.0,154.81096,,7070.0,638.0,182.51823,,2.395798,2018-02-01 06:16:16.907,16.0,100.0,8.0,2018-02-01,05:26:12,2018-02-01,,,,,16.0,8.0,100.0,-21.784302,-43.36142,70700.0,379600.0,49233.21666666667,6.963679867986799,6:57 min/km
464.63544,,1830604,2018-02-02 05:54:03.088,,,2.8423595,164.29703,,4580.0,464.0,177.52106,,2.5027323,2018-02-02 06:25:06.458,17.0,95.0,3.0,2018-02-02,05:54:03,2018-02-02,,,,,17.0,3.0,95.0,-21.777624,-43.37002,45800.0,425400.0,30510.066666666666,6.661586608442503,6:39 min/km
888.59424,,3433920,2018-02-05 05:42:16.940,,,7.5,166.55322,,9130.0,885.0,177.31343,,2.6610317,2018-02-05 06:42:32.541,16.0,100.0,8.0,2018-02-05,05:42:16,2018-02-05,,,,,16.0,8.0,100.0,-21.775368,-43.3701,91300.0,341100.0,57232.0,6.268565169769989,6:16 min/km
873.79285,,3357733,2018-02-07 05:43:15.977,,,2.8528693,167.459,,8620.0,870.0,179.02267,,2.5677688,2018-02-07 06:42:25.244,18.0,97.0,3.0,2018-02-07,05:43:15,2018-02-07,,,,,18.0,3.0,97.0,-21.77516,-43.370148,86200.0,294000.0,55962.21666666667,6.492136504253674,6:29 min/km
846.46747,,3181769,2018-02-09 05:40:20.153,,,2.7459927,170.53874,,8330.0,842.0,179.95837,,2.6211455,2018-02-09 06:37:09.790,18.0,96.0,6.0,2018-02-09,05:40:20,2018-02-09,,,,,18.0,6.0,96.0,-21.77779,-43.37005,83300.0,260800.0,53029.48333333333,6.366084433773509,6:21 min/km
929.4311,,4059139,2018-02-13 05:52:57.361,,,3.1534204,159.9902,,10090.0,929.0,177.47932,,2.4864466,2018-02-13 07:00:58.569,19.0,100.0,6.0,2018-02-13,05:52:57,2018-02-13,,,,,19.0,6.0,100.0,-21.784418,-43.36183,100900.0,270400.0,67652.31666666667,6.70488767756855,6:42 min/km
486.05878,,1825629,2018-02-14 09:44:16.672,,,3.110485,170.90793,,5320.0,486.0,177.60735,,2.9198682,2018-02-14 10:14:46.746,22.0,80.0,6.0,2018-02-14,09:44:16,2018-02-14,,,,,22.0,6.0,80.0,-21.773672,-43.37001,53200.0,237400.0,30427.15,5.7193890977443615,5:43 min/km
799.39496,,2898021,2018-02-17 06:15:53.936,,,3.394708,174.2393,,8210.0,799.0,181.41719,,2.8329883,2018-02-17 07:04:32.721,18.5,95.0,5.0,2018-02-17,06:15:53,2018-02-17,,,,,18.5,5.0,95.0,-21.786177000000002,-43.3622125,82100.0,236200.0,48300.35,5.883112058465286,5:52 min/km
1044.0592,,3657246,2018-02-18 06:04:31.014,,,2.960132,176.32692,,10320.0,1044.0,182.4509,,2.8235295,2018-02-18 07:05:32.547,19.0,96.0,10.0,2018-02-18,06:04:31,2018-02-18,,,,,19.0,10.0,96.0,-21.773476,-43.36996,103200.0,339400.0,60954.1,5.90640503875969,5:54 min/km
555.17773,,1924714,2018-02-19 06:34:22.915,,,3.1695557,177.59073,,5770.0,555.0,185.01318,,3.0020812,2018-02-19 07:06:36.514,18.0,100.0,8.0,2018-02-19,06:34:22,2018-02-19,,,,,18.0,8.0,100.0,-21.775555,-43.37002,57700.0,397100.0,32078.566666666666,5.559543616406701,5:33 min/km
577.05927,,2117809,2018-02-20 09:16:41.721,,,5.0,173.19699,,6170.0,577.0,180.56976,,2.915879,2018-02-20 09:52:03.263,23.0,80.0,14.0,2018-02-20,09:16:41,2018-02-20,,,,,23.0,14.0,80.0,-21.809452,-43.37958,61700.0,357900.0,35296.816666666666,5.7207158292814695,5:43 min/km
722.33575,,2554794,2018-02-21 06:43:18.793,,,3.0509682,175.37976,,7480.0,722.0,182.97122,,2.9298863,2018-02-21 07:26:11.143,21.0,93.0,11.0,2018-02-21,06:43:18,2018-02-21,,,,,21.0,11.0,93.0,-21.773317,-43.369324,74800.0,379500.0,42579.9,5.6925,5:41 min/km
619.13824,,2498959,2018-02-22 06:26:33.475,,,2.785805,167.19432,,6290.0,619.0,178.6932,,2.5180144,2018-02-22 07:08:20.033,20.0,93.0,10.0,2018-02-22,06:26:33,2018-02-22,,,,,20.0,10.0,93.0,-21.773344,-43.367653,62900.0,442400.0,41649.316666666666,6.621512983571807,6:37 min/km
806.1942,,3051036,2018-02-23 06:29:43.337,,,2.9558208,172.24248,,8330.0,806.0,180.14842,,2.7302523,2018-02-23 07:20:45.858,19.0,100.0,6.0,2018-02-23,06:29:43,2018-02-23,,,,,19.0,6.0,100.0,-21.773159,-43.367725,83300.0,525700.0,50850.6,6.104513805522209,6:06 min/km
769.1748,,3017200,2018-02-25 12:30:44.018,,,3.4345026,173.94653,,8420.0,769.0,179.42857,,2.7908518,2018-02-25 13:21:11.068,28.5,65.5,18.0,2018-02-25,12:30:44,2018-02-25,,,,,28.5,18.0,65.5,-22.970943,-43.2163625,84200.0,424600.0,50286.666666666664,5.972288202692003,5:58 min/km
364.8258,,1901467,2018-02-26 06:50:49.597,,,2.6971557,152.42296,,4170.0,363.0,194.37483,,2.1970496,2018-02-26 07:24:05.935,18.0,93.0,8.0,2018-02-26,06:50:49,2018-02-26,,,,,18.0,8.0,93.0,-21.773254,-43.36887,41700.0,408600.0,31691.116666666665,7.5997881694644285,7:35 min/km
708.2137,,2664973,2018-02-27 06:41:38.482,,,3.1894197,173.09929,,7540.0,708.0,183.23059,,2.8335211,2018-02-27 07:26:15.336,18.0,100.0,10.0,2018-02-27,06:41:38,2018-02-27,,,,,18.0,10.0,100.0,-21.773575,-43.367752,75400.0,422300.0,44416.21666666667,5.890744916003537,5:53 min/km
857.0194,,3168119,2018-02-28 06:36:00.845,,,2.9783583,174.44005,,8770.0,857.0,182.23561,,2.770932,2018-02-28 07:28:50.004,20.0,94.0,6.0,2018-02-28,06:36:00,2018-02-28,,,,,20.0,6.0,94.0,-21.773216,-43.369102,87700.0,435200.0,52801.98333333333,6.020750665146331,6:01 min/km
529.0583,,1890618,2018-03-01 06:49:20.664,,,3.2804172,177.91324,,5670.0,529.0,187.60582,,3.0,2018-03-01 07:20:55.215,21.0,94.0,5.0,2018-03-01,06:49:20,2018-03-01,,,,,21.0,5.0,94.0,-21.773281,-43.36913,56700.0,429000.0,31510.3,5.5573721340388005,5:33 min/km
726.1157,,2751016,2018-03-02 06:55:07.765,,,3.1162694,175.03119,,7740.0,726.0,187.61858,,2.816594,2018-03-02 07:41:06.180,21.0,95.0,6.0,2018-03-02,06:55:07,2018-03-02,,,,,21.0,6.0,95.0,-21.773222,-43.36912,77400.0,423100.0,45850.26666666667,5.923807062876831,5:55 min/km
1007.2314,,3669369,2018-03-04 07:08:58.420,,,3.2302535,178.36383,,10650.0,1007.0,187.04282,,2.9026983,2018-03-04 08:10:20.766,23.0,92.0,6.0,2018-03-04,07:08:58,2018-03-04,,,,,23.0,6.0,92.0,-20.716892,-42.03775,106500.0,445400.0,61156.15,5.742361502347418,5:44 min/km
500.03857,,1870745,2018-03-06 09:31:24.497,,,3.162514,174.31297,,5300.0,500.0,182.00409,,2.8342247,2018-03-06 10:02:38.124,24.0,80.0,5.0,2018-03-06,09:31:24,2018-03-06,,,,,24.0,5.0,80.0,-21.809855,-43.380196,53000.0,381300.0,31179.083333333332,5.882845911949685,5:52 min/km
571.135,,2421841,2018-03-09 06:42:37.159,,,3.3685334,166.59105,,6040.0,571.0,195.1451,,2.4948368,2018-03-09 07:23:05.796,19.0,92.0,8.0,2018-03-09,06:42:37,2018-03-09,,,,,19.0,8.0,92.0,-21.773666,-43.367588,60400.0,219900.0,40364.01666666667,6.682784216335541,6:40 min/km
574.05774,,2442908,2018-03-14 06:40:16.581,,,3.181852,167.33292,,6500.0,574.0,188.31807,,2.6650267,2018-03-14 07:21:03.498,21.0,91.0,6.0,2018-03-14,06:40:16,2018-03-14,,,,,21.0,6.0,91.0,-21.773954,-43.367832,65000.0,125400.0,40715.13333333333,6.263866666666666,6:15 min/km
576.19147,,2407847,2018-03-16 06:24:29.437,,,3.1936228,169.12184,,6540.0,576.0,186.65694,,2.7193346,2018-03-16 07:04:48.585,20.0,98.0,10.0,2018-03-16,06:24:29,2018-03-16,,,,,20.0,10.0,98.0,-21.773577,-43.367702,65400.0,130400.0,40130.78333333333,6.136205402650357,6:08 min/km
633.019,,2539867,2018-03-27 09:30:04.573,,,3.319189,172.47363,,7080.0,633.0,187.77142,,2.7895982,2018-03-27 10:12:26.547,22.0,75.0,8.0,2018-03-27,09:30:04,2018-03-27,,,,,22.0,8.0,75.0,-21.809656,-43.380543,70800.0,70800.0,42331.11666666667,5.978971280602637,5:58 min/km
735.2471,,3054226,2018-03-30 06:34:33.443,,,3.2820232,171.96912,,8440.0,735.0,180.7636,,2.7635887,2018-03-30 07:25:41.451,24.0,89.0,0.0,2018-03-30,06:34:33,2018-03-30,,,,,24.0,0.0,89.0,-22.881596,-42.009937,84400.0,155200.0,50903.76666666667,6.031251974723539,6:01 min/km
582.13306,,2559874,2018-04-09 06:34:14.026,,,3.005522,165.82329,,6700.0,582.0,185.55127,,2.6182103,2018-04-09 07:17:01.250,17.0,95.0,6.0,2018-04-09,06:34:14,2018-04-09,,,,,17.0,6.0,95.0,-21.773582,-43.36768,67000.0,67000.0,42664.566666666666,6.367845771144278,6:22 min/km
636.91223,,2683690,2018-04-16 06:38:46.898,,,4.6153846,165.7869,,7070.0,636.0,181.96713,,2.6380596,2018-04-16 07:24:19.188,17.0,100.0,6.0,2018-04-16,06:38:46,2018-04-16,,,,,17.0,6.0,100.0,-21.784533,-43.361797,70700.0,70700.0,44728.166666666664,6.3264733616218765,6:19 min/km
417.09503,,1992662,2018-04-17 09:23:45.702,,,2.7560844,159.58324,,4960.0,417.0,175.40907,,2.48996,2018-04-17 09:57:03.894,17.0,81.0,8.0,2018-04-17,09:23:45,2018-04-17,,,,,17.0,8.0,81.0,-21.80979,-43.380104,49600.0,120300.0,33211.03333333333,6.695772849462365,6:41 min/km
476.0757,,2146765,2018-04-18 06:44:28.393,,,3.05601,165.02725,,5570.0,476.0,186.19914,,2.59916,2018-04-18 07:20:20.750,13.0,99.0,5.0,2018-04-18,06:44:28,2018-04-18,,,,,13.0,5.0,99.0,-21.77359,-43.36777,55700.0,176000.0,35779.416666666664,6.423593656493117,6:25 min/km
233.4164,,1878693,2018-04-19 06:39:34.059,,,3.0769231,134.58238,,3850.0,233.0,183.59035,,2.0500534,2018-04-19 07:11:14.338,,,,2018-04-19,06:39:34,2018-04-19,,,,,,,,-21.7642,-43.3503,38500.0,214500.0,31311.55,8.13287012987013,8:07 min/km
456.03784,,1977685,2018-04-24 09:26:33.608,,,3.115657,168.08743,,5240.0,456.0,183.933,,2.655854,2018-04-24 09:59:34.587,20.0,79.0,10.0,2018-04-24,09:26:33,2018-04-24,,,,,20.0,10.0,79.0,-21.80973,-43.380592,52400.0,146600.0,32961.416666666664,6.290346692111958,6:17 min/km
542.0758,,2354881,2018-04-27 06:46:56.831,,,3.0797107,167.10587,,6490.0,542.0,183.6598,,2.7621484,2018-04-27 07:26:16.121,17.0,100.0,5.0,2018-04-27,06:46:56,2018-04-27,,,,,17.0,5.0,100.0,-21.77362,-43.367584,64900.0,117300.0,39248.01666666667,6.04746019517206,6:02 min/km
890.17065,,3673279,2018-04-29 07:26:53.472,,,3.1531823,170.61618,,10110.0,890.0,184.00018,,2.7547684,2018-04-29 08:28:15.634,18.0,92.0,3.0,2018-04-29,07:26:53,2018-04-29,,,,,18.0,3.0,92.0,-20.719675,-42.03843,101100.0,218400.0,61221.316666666666,6.055520936366634,6:03 min/km
591.17065,,2338869,2018-05-01 08:12:08.009,,,3.2314873,174.19453,,6570.0,591.0,187.13004,,2.8137045,2018-05-01 08:51:16.310,21.0,77.0,10.0,2018-05-01,08:12:08,2018-05-01,,,,,21.0,10.0,77.0,-20.719593,-42.03847,65700.0,231700.0,38981.15,5.93320395738204,5:55 min/km
445.07584,,1873757,2018-05-08 09:25:04.327,,,3.3230553,169.96739,,5340.0,445.0,223.47504,,2.8540888,2018-05-08 09:56:22.929,19.0,80.0,11.0,2018-05-08,09:25:04,2018-05-08,,,,,19.0,11.0,80.0,-21.809662,-43.38067,53400.0,53400.0,31229.283333333333,5.848180399500624,5:50 min/km
,,2249253,2018-06-03 09:10:06.000,,,4.25,,,4752.37,310.31,,,2.1128657,2018-06-03 09:47:35.000,23.666666666666668,67.0,5.0,2018-06-03,09:10:06,2018-06-03,,,,,23.666666666666668,5.0,67.0,-20.732014666666668,-42.02364133333333,475237.0,475237.0,37487.55,7.888180002819647,7:53 min/km
430.18893,,1883460,2018-06-05 09:31:31.824,,,3.298299,166.22577,,5180.0,430.0,181.52435,,2.7509294,2018-06-05 10:03:06.251,16.0,83.0,10.0,2018-06-05,09:31:31,2018-06-05,,,,,16.0,10.0,83.0,-21.810041,-43.378323,51800.0,527037.0,31391.0,6.06003861003861,6:03 min/km
624.1511,,2553758,2018-06-09 08:46:38.360,,,3.287775,170.00287,,7250.0,624.0,181.56693,,2.8420227,2018-06-09 09:29:21.146,,,,2018-06-09,08:46:38,2018-06-09,,,,,,,,-21.7642,-43.3503,72500.0,599537.0,42562.63333333333,5.870708045977011,5:52 min/km
422.30228,,1830610,2018-06-19 09:25:40.925,,,3.2247388,167.3899,,5050.0,422.0,182.223,,2.762582,2018-06-19 09:56:29.288,16.0,79.0,11.0,2018-06-19,09:25:40,2018-06-19,,,,,16.0,11.0,79.0,-21.809814,-43.379967,50500.0,50500.0,30510.166666666668,6.041617161716172,6:02 min/km
,,647498,2018-07-25 12:08:17.000,,,4.0277777,,,1475.82,93.46,,,2.2792656,2018-07-25 12:19:04.000,27.0,65.0,26.0,2018-07-25,12:08:17,2018-07-25,,,,,27.0,26.0,65.0,-5.868576,-35.18155,147582.0,147582.0,10791.633333333333,7.312296440848703,7:18 min/km
423.0189,,2069790,2018-10-03 07:05:00.764,,,2.9107168,157.67043,,5017.76,423.0,175.99011,,2.4275568,2018-10-03 07:39:32.811,18.0,91.0,11.0,2018-10-03,07:05:00,2018-10-03,,,,,18.0,11.0,91.0,-21.773642,-43.36778,501776.0,501776.0,34496.5,6.874880424731354,6:52 min/km
392.2267,,1906500,2018-12-17 07:27:50.348,,,2.7625647,156.83374,,4617.84,392.0,175.72917,,2.4240665,2018-12-17 07:59:49.886,21.0,82.0,13.0,2018-12-17,07:27:50,2018-12-17,,,,,21.0,13.0,82.0,-21.777733,-43.369846,461784.0,461784.0,31775.0,6.880922682466261,6:52 min/km
397.17004,,1807667,2018-12-18 06:49:11.035,,,3.0112765,160.43019,,4588.35,397.0,177.54091,,2.543433,2018-12-18 07:19:28.683,23.5,72.0,12.5,2018-12-18,06:49:11,2018-12-18,,,,,23.5,12.5,72.0,-21.781428,-43.3657475,458835.0,920619.0,30127.783333333333,6.566147598446791,6:33 min/km
366.60455,,1885240,2018-12-20 07:23:57.152,,,2.6000798,151.77512,,4225.31,366.0,208.35594,,2.2451222,2018-12-20 07:55:55.408,22.0,84.0,10.0,2018-12-20,07:23:57,2018-12-20,,,,,22.0,10.0,84.0,-21.778198,-43.36812,422531.0,1343150.0,31420.666666666668,7.436298559553421,7:26 min/km
455.35895,,2157909,2018-12-21 07:03:59.260,,,2.8219059,159.96318,,5405.63,455.0,178.62003,,2.508416,2018-12-21 07:40:17.828,24.0,81.5,10.0,2018-12-21,07:03:59,2018-12-21,,,,,24.0,10.0,81.5,-21.7812105,-43.364755,540563.0,1883713.0,35965.15,6.65327630636947,6:39 min/km
542.11334,,2452795,2018-12-23 06:45:44.974,,,3.0901794,162.66142,,6329.1,542.0,178.29549,,2.5811992,2018-12-23 07:26:45.294,24.0,79.0,8.0,2018-12-23,06:45:44,2018-12-23,,,,,24.0,8.0,79.0,-20.71848,-42.03826,63291.0,1947004.0,40879.916666666664,6.459041043223627,6:27 min/km
601.07556,,2596020,2018-12-26 06:33:37.967,,,2.950154,165.65414,,6577.32,601.0,182.35281,,2.5355935,2018-12-26 07:16:59.308,21.0,95.0,3.0,2018-12-26,06:33:37,2018-12-26,,,,,21.0,3.0,95.0,-20.718855,-42.038353,657732.0,1684117.0,43267.0,6.578211186319048,6:34 min/km
,,120821,2020-05-13 18:47:18.139,,,0.0,,,114.01985,17.871439,,,0.95016545,2020-05-13 18:49:18.960,,,,2020-05-13,18:47:18,2020-05-13,,,,,,,,-21.7642,-43.3503,11401985.0,11401985.0,2013.6833333333334,17.66081373842654,17:39 min/km
,,172449,2020-05-13 18:51:19.536,,,0.0,,,114.01985,25.50808,,,0.6629061,2020-05-13 18:54:11.985,,,,2020-05-13,18:51:19,2020-05-13,,,,,,,,-21.7642,-43.3503,11401985.0,22803970.0,2874.15,25.207452912804218,25:12 min/km
,,286258,2020-05-14 19:05:49.214,,,0.0,,,73.89374,42.342327,,,0.2583697,2020-05-14 19:10:35.472,,,,2020-05-14,19:05:49,2020-05-14,,,,,,,,-21.7642,-43.3503,7389374.0,30193344.0,4770.966666666666,64.56523470955275,64:33 min/km
,,68226,2020-05-17 12:48:08.627,,,0.0,,,283.9395,10.091763,,,4.175581,2020-05-17 12:49:16.853,,,,2020-05-17,12:48:08,2020-05-17,,,,,,,,-21.7642,-43.3503,2839395.0,33032739.0,1137.1,4.004726358960271,4:00 min/km
,,60692,2020-05-19 19:07:04.111,,,0.0,,,249.57837,8.977358,,,4.1596394,2020-05-19 19:08:04.803,,,,2020-05-19,19:07:04,2020-05-19,,,,,,,,-21.7642,-43.3503,24957837.0,57990576.0,1011.5333333333333,4.052968746183146,4:03 min/km
,,2437520,2020-06-04 18:03:56.000,,,3.0443757,152.38275,,5845.6987,399.60992,166.04211,,2.3982158,2020-06-04 18:44:33.000,,,,2020-06-04,18:03:56,2020-06-04,,,,,,,,-21.7642,-43.3503,58456987.0,58456987.0,40625.333333333336,6.949611230105536,6:56 min/km
,,1863000,2020-06-09 07:28:02.000,,,5.0,164.8,,5412.2,0.0,176.0,,2.9050994,2020-06-09 08:01:04.000,,,,2020-06-09,07:28:02,2020-06-09,,,,,,,,-21.7642,-43.3503,54122.0,58511109.0,31050.0,5.737038542552012,5:44 min/km
457.07504,1559.0,1980318,2020-06-09 07:28:00.950,127.485565,188.0,3.0701206,165.1336,76.0,5391.79,457.0,177.7241,,2.7231288,2020-06-09 08:01:05.588,,,,2020-06-09,07:28:00,2020-06-09,,,,,,,,-21.7642,-43.3503,539179.0,59050288.0,33005.3,6.121399386845557,6:07 min/km
,,1859000,2020-06-10 07:42:27.000,,,5.3,166.8,,5459.9,0.0,176.0,,2.937009,2020-06-10 08:17:07.000,19.0,82.0,10.0,2020-06-10,07:42:27,2020-06-10,,,,,19.0,10.0,82.0,-20.719584,-42.038364,54599.0,59104887.0,30983.333333333332,5.674707106967771,5:40 min/km
496.07504,1636.0,2076767,2020-06-10 07:42:26.638,134.63264,176.0,3.3249176,166.80977,73.0,5451.63,496.0,177.92691,,2.6276674,2020-06-10 08:17:08.554,19.0,82.0,10.0,2020-06-10,07:42:26,2020-06-10,,,,,19.0,10.0,82.0,-20.719584,-42.038364,545163.0,59650050.0,34612.78333333333,6.349070522638795,6:20 min/km
,,1904000,2020-06-15 07:40:15.000,,,4.8,165.8,,5422.5,0.0,176.0,,2.8479517,2020-06-15 08:14:31.000,,,,2020-06-15,07:40:15,2020-06-15,,,,,,,,-21.7642,-43.3503,54225.0,1247288.0,31733.333333333332,5.852159213155064,5:51 min/km
485.05627,1598.0,2053900,2020-06-15 07:40:13.933,152.23154,170.0,3.2275467,166.25368,88.0,5420.54,485.0,176.90944,,2.6403058,2020-06-15 08:14:32.792,,,,2020-06-15,07:40:13,2020-06-15,,,,,,,,-21.7642,-43.3503,542054.0,1789342.0,34231.666666666664,6.315176470732927,6:18 min/km
531.11255,1754.0,2130747,2020-06-17 07:43:08.782,161.97606,179.0,3.3011138,171.71257,88.0,6008.94,531.0,180.57587,,2.8250804,2020-06-17 08:18:46.871,,,,2020-06-17,07:43:08,2020-06-17,,,,,,,,-21.7642,-43.3503,600894.0,1197173.0,35512.45,5.909935862231941,5:54 min/km
,,2004000,2020-06-17 07:43:11.000,,,5.2,171.4,,6023.1,0.0,180.0,,3.005539,2020-06-17 08:18:46.000,,,,2020-06-17,07:43:11,2020-06-17,,,,,,,,-21.7642,-43.3503,60231.0,1257404.0,33400.0,5.545317195464129,5:32 min/km
